Id,Type,Term,Description,GE,Requirements,Department
AEPS 313,Lab,2208,Agricultural Entomology,,"Prerequisite: AEPS 120 or BOT 121; and one of the following: CHEM 110, CHEM 111, or CHEM 127 (CHEM 124 via NOTSCWI)",AEPS
AEPS 313,Lab,2214,Agricultural Entomology,,"Prerequisite: AEPS 120 or BOT 121; and one of the following: CHEM 110, CHEM 111, or CHEM 127 (CHEM 124 via NOTSCWI)",AEPS
AEPS 313,Lab,2218,Agricultural Entomology,,"Prerequisite: AEPS 120 or BOT 121; and one of the following: CHEM 110, CHEM 111, or CHEM 127 (CHEM 124 via NOTSCWI)",AEPS
AEPS 313,Lab,2224,Agricultural Entomology,,"Prerequisite: AEPS 120 or BOT 121; and one of the following: CHEM 110, CHEM 111, or CHEM 127 (CHEM 124 via NOTSCWI)",AEPS
AEPS 313,Lec,2184,Agricultural Entomology,,"Prerequisite: AEPS 120 or BOT 121; and one of the following: CHEM 110, CHEM 111, or CHEM 127 (CHEM 124 via NOTSCWI)",AEPS
AEPS 313,Lec,2188,Agricultural Entomology,,"Prerequisite: AEPS 120 or BOT 121; and one of the following: CHEM 110, CHEM 111, or CHEM 127 (CHEM 124 via NOTSCWI)",AEPS
AEPS 313,Lec,2194,Agricultural Entomology,,"Prerequisite: AEPS 120 or BOT 121; and one of the following: CHEM 110, CHEM 111, or CHEM 127 (CHEM 124 via NOTSCWI)",AEPS
AEPS 313,Lec,2198,Agricultural Entomology,,"Prerequisite: AEPS 120 or BOT 121; and one of the following: CHEM 110, CHEM 111, or CHEM 127 (CHEM 124 via NOTSCWI)",AEPS
AEPS 313,Lec,2204,Agricultural Entomology,,"Prerequisite: AEPS 120 or BOT 121; and one of the following: CHEM 110, CHEM 111, or CHEM 127 (CHEM 124 via NOTSCWI)",AEPS
AEPS 313,Lec,2208,Agricultural Entomology,,"Prerequisite: AEPS 120 or BOT 121; and one of the following: CHEM 110, CHEM 111, or CHEM 127 (CHEM 124 via NOTSCWI)",AEPS
AEPS 313,Lec,2214,Agricultural Entomology,,"Prerequisite: AEPS 120 or BOT 121; and one of the following: CHEM 110, CHEM 111, or CHEM 127 (CHEM 124 via NOTSCWI)",AEPS
AEPS 313,Lec,2218,Agricultural Entomology,,"Prerequisite: AEPS 120 or BOT 121; and one of the following: CHEM 110, CHEM 111, or CHEM 127 (CHEM 124 via NOTSCWI)",AEPS
AEPS 313,Lec,2224,Agricultural Entomology,,"Prerequisite: AEPS 120 or BOT 121; and one of the following: CHEM 110, CHEM 111, or CHEM 127 (CHEM 124 via NOTSCWI)",AEPS
AEPS 315,Act,2184,Organic Crop Production,GEF,Prerequisite: Completion of General Education Area B and Junior Standing or above,AEPS
AEPS 315,Act,2188,Organic Crop Production,GEF,Prerequisite: Completion of General Education Area B and Junior Standing or above,AEPS
AEPS 315,Act,2194,Organic Crop Production,GEF,Prerequisite: Completion of General Education Area B and Junior Standing or above,AEPS
AEPS 315,Act,2198,Principles of Organic Crop Production,GEB7,"Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of GE Area B1 with a grade of C- or better in at least one of the courses; and completion of GE Areas B2, B3, and B4.",AEPS
AEPS 315,Act,2204,Principles of Organic Crop Production,GEB7,"Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of GE Area B1 with a grade of C- or better in at least one of the courses; and completion of GE Areas B2, B3, and B4.",AEPS
AEPS 315,Act,2208,Principles of Organic Crop Production,GEB7,"Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of GE Areas B1 through B4, with a grade of C- or better in GE Area B4 (GE Area B1 for the 2019-20 or earlier catalogs).",AEPS
AEPS 315,Act,2214,Principles of Organic Crop Production,GEB7,"Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of GE Areas B1 through B4, with a grade of C- or better in GE Area B4 (GE Area B1 for the 2019-20 or earlier catalogs).",AEPS
AEPS 315,Act,2218,Principles of Organic Crop Production,BUD,"Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of GE Areas B1 through B4, with a grade of C- or better in GE Area B4 (GE Area B1 for the 2019-20 or earlier catalogs).",AEPS
AEPS 315,Act,2224,Principles of Organic Crop Production,BUD,"Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of GE Areas B1 through B4, with a grade of C- or better in GE Area B4 (GE Area B1 for the 2019-20 or earlier catalogs).",AEPS
AEPS 315,Lec,2184,Organic Crop Production,GEF,Prerequisite: Completion of General Education Area B and Junior Standing or above,AEPS
AEPS 315,Lec,2188,Organic Crop Production,GEF,Prerequisite: Completion of General Education Area B and Junior Standing or above,AEPS
AEPS 315,Lec,2194,Organic Crop Production,GEF,Prerequisite: Completion of General Education Area B and Junior Standing or above,AEPS
AEPS 315,Lec,2198,Principles of Organic Crop Production,GEB7,"Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of GE Area B1 with a grade of C- or better in at least one of the courses; and completion of GE Areas B2, B3, and B4.",AEPS
AEPS 315,Lec,2204,Principles of Organic Crop Production,GEB7,"Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of GE Area B1 with a grade of C- or better in at least one of the courses; and completion of GE Areas B2, B3, and B4.",AEPS
AEPS 315,Lec,2208,Principles of Organic Crop Production,GEB7,"Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of GE Areas B1 through B4, with a grade of C- or better in GE Area B4 (GE Area B1 for the 2019-20 or earlier catalogs).",AEPS
AEPS 315,Lec,2214,Principles of Organic Crop Production,GEB7,"Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of GE Areas B1 through B4, with a grade of C- or better in GE Area B4 (GE Area B1 for the 2019-20 or earlier catalogs).",AEPS
AEPS 315,Lec,2218,Principles of Organic Crop Production,BUD,"Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of GE Areas B1 through B4, with a grade of C- or better in GE Area B4 (GE Area B1 for the 2019-20 or earlier catalogs).",AEPS
AEPS 315,Lec,2224,Principles of Organic Crop Production,BUD,"Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of GE Areas B1 through B4, with a grade of C- or better in GE Area B4 (GE Area B1 for the 2019-20 or earlier catalogs).",AEPS
AEPS 315 5W1,Act,2206,Principles of Organic Crop Production,GEB7,"Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of GE Areas B1 through B4, with a grade of C- or better in GE Area B4 (GE Area B1 for the 2019-20 or earlier catalogs).",AEPS
AEPS 315 5W1,Lec,2206,Principles of Organic Crop Production,GEB7,"Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of GE Areas B1 through B4, with a grade of C- or better in GE Area B4 (GE Area B1 for the 2019-20 or earlier catalogs).",AEPS
AEPS 321,Lab,2184,Weed Biology and Management,,Prerequisite: AEPS 120 or BOT 121.,AEPS
AEPS 321,Lab,2188,Weed Biology and Management,,Prerequisite: AEPS 120 or BOT 121.,AEPS
AEPS 321,Lab,2194,Weed Biology and Management,,Prerequisite: AEPS 120 or BOT 121.,AEPS
AEPS 321,Lab,2198,Weed Biology and Management,,Prerequisite: AEPS 120 or BOT 121.,AEPS
AEPS 321,Lab,2204,Weed Biology and Management,,Prerequisite: AEPS 120 or BOT 121.,AEPS
AEPS 321,Lab,2208,Weed Biology and Management,,Prerequisite: AEPS 120 or BOT 121.,AEPS
AEPS 321,Lab,2214,Weed Biology and Management,,Prerequisite: AEPS 120 or BOT 121.,AEPS
AEPS 321,Lab,2218,Weed Biology and Management,,Prerequisite: AEPS 120 or BOT 121.,AEPS
AEPS 321,Lab,2224,Weed Biology and Management,,Prerequisite: AEPS 120 or BOT 121.,AEPS
AEPS 321,Lec,2184,Weed Biology and Management,,Prerequisite: AEPS 120 or BOT 121.,AEPS
AEPS 321,Lec,2188,Weed Biology and Management,,Prerequisite: AEPS 120 or BOT 121.,AEPS
AEPS 321,Lec,2194,Weed Biology and Management,,Prerequisite: AEPS 120 or BOT 121.,AEPS
AEPS 321,Lec,2198,Weed Biology and Management,,Prerequisite: AEPS 120 or BOT 121.,AEPS
AEPS 321,Lec,2204,Weed Biology and Management,,Prerequisite: AEPS 120 or BOT 121.,AEPS
AEPS 321,Lec,2208,Weed Biology and Management,,Prerequisite: AEPS 120 or BOT 121.,AEPS
AEPS 321,Lec,2214,Weed Biology and Management,,Prerequisite: AEPS 120 or BOT 121.,AEPS
AEPS 321,Lec,2218,Weed Biology and Management,,Prerequisite: AEPS 120 or BOT 121.,AEPS
AEPS 321,Lec,2224,Weed Biology and Management,,Prerequisite: AEPS 120 or BOT 121.,AEPS
AEPS 321 8W1,Lab,2206,Weed Biology and Management,,Prerequisite: AEPS 120 or BOT 121.,AEPS
AEPS 321 8W1,Lec,2206,Weed Biology and Management,,Prerequisite: AEPS 120 or BOT 121.,AEPS
AEPS 323,Act,2198,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Act,2202,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Act,2204,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Act,2208,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Act,2212,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Act,2214,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Act,2218,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Act,2222,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Act,2224,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Lab,2184,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Lab,2188,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Lab,2194,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Lec,2184,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Lec,2188,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Lec,2194,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Lec,2198,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Lec,2202,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Lec,2204,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Lec,2208,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Lec,2212,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Lec,2214,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Lec,2218,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Lec,2222,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 323,Lec,2224,Plant Pathology,,Prerequisite: BIO 162 or BOT 121.,AEPS
AEPS 327,LAB,2182,Vertebrate Pest Management,,Prerequisite: Junior standing required.,AEPS
AEPS 327,LEC,2182,Vertebrate Pest Management,,Prerequisite: Junior standing required.,AEPS
AEPS 327,Lab,2192,Vertebrate Pest Management,,Prerequisite: Junior standing required.,AEPS
AEPS 327,Lab,2202,Vertebrate Pest Management,,Prerequisite: Junior standing required.,AEPS
AEPS 327,Lab,2212,Vertebrate Pest Management,,Prerequisite: Junior standing required.,AEPS
AEPS 327,Lab,2222,Vertebrate Pest Management,,Prerequisite: Junior standing required.,AEPS
AEPS 327,Lec,2192,Vertebrate Pest Management,,Prerequisite: Junior standing required.,AEPS
AEPS 327,Lec,2202,Vertebrate Pest Management,,Prerequisite: Junior standing required.,AEPS
AEPS 327,Lec,2212,Vertebrate Pest Management,,Prerequisite: Junior standing required.,AEPS
AEPS 327,Lec,2222,Vertebrate Pest Management,,Prerequisite: Junior standing required.,AEPS
AEPS 329,Act,2218,"Plants, Food, and Biotechnology",BUD,"Prereq: Jr; completion of GE Area A w/ grades of C- or >; completion of 1 course in GE B4 w/ a grade of C- or better (GE B1 for 19-20 or < catalogs); & 1 of the following courses: AEPS 120, BIO 111, BIO 114, BIO 161, or BOT 121. Not open to AEPS majors.",AEPS
AEPS 329,Act,2224,"Plants, Food, and Biotechnology",BUD,"Prereq: Jr; completion of GE Area A w/ grades of C- or >; completion of 1 course in GE B4 w/ a grade of C- or better (GE B1 for 19-20 or < catalogs); & 1 of the following courses: AEPS 120, BIO 111, BIO 114, BIO 161, or BOT 121. Not open to AEPS majors.",AEPS
AEPS 329,Lab,2188,"Plants, Food, and Biotechnology",GEF,"Prerequisite: Junior standing and completion of one of the following: AEPS 120, BIO 111, BIO 114, BIO 161, or BOT 121. Not open to AEPS, CRSC, FRSC majors.",AEPS
AEPS 329,Lab,2198,"Plants, Food, and Biotechnology",GEB7,"Prereq: Jr standing; completion of GE Area A with grades of C- or better; completion of one course in GE Area B1 with a grade of C- or better; and one of the following courses: AEPS 120, BIO 111, BIO 114, BIO 161, or BOT 121. Not open to AEPS majors.",AEPS
AEPS 329,Lab,2208,"Plants, Food, and Biotechnology",GEB7,"Prereq: Jr; completion of GE Area A w/ grades of C- or >; completion of 1 course in GE B4 w/ a grade of C- or better (GE B1 for 19-20 or < catalogs); & 1 of the following courses: AEPS 120, BIO 111, BIO 114, BIO 161, or BOT 121. Not open to AEPS majors.",AEPS
AEPS 329,Lab,2214,"Plants, Food, and Biotechnology",GEB7,"Prereq: Jr; completion of GE Area A w/ grades of C- or >; completion of 1 course in GE B4 w/ a grade of C- or better (GE B1 for 19-20 or < catalogs); & 1 of the following courses: AEPS 120, BIO 111, BIO 114, BIO 161, or BOT 121. Not open to AEPS majors.",AEPS
AEPS 329,Lec,2188,"Plants, Food, and Biotechnology",GEF,"Prerequisite: Junior standing and completion of one of the following: AEPS 120, BIO 111, BIO 114, BIO 161, or BOT 121. Not open to AEPS, CRSC, FRSC majors.",AEPS
AEPS 329,Lec,2198,"Plants, Food, and Biotechnology",GEB7,"Prereq: Jr standing; completion of GE Area A with grades of C- or better; completion of one course in GE Area B1 with a grade of C- or better; and one of the following courses: AEPS 120, BIO 111, BIO 114, BIO 161, or BOT 121. Not open to AEPS majors.",AEPS
AEPS 329,Lec,2208,"Plants, Food, and Biotechnology",GEB7,"Prereq: Jr; completion of GE Area A w/ grades of C- or >; completion of 1 course in GE B4 w/ a grade of C- or better (GE B1 for 19-20 or < catalogs); & 1 of the following courses: AEPS 120, BIO 111, BIO 114, BIO 161, or BOT 121. Not open to AEPS majors.",AEPS
AEPS 329,Lec,2214,"Plants, Food, and Biotechnology",GEB7,"Prereq: Jr; completion of GE Area A w/ grades of C- or >; completion of 1 course in GE B4 w/ a grade of C- or better (GE B1 for 19-20 or < catalogs); & 1 of the following courses: AEPS 120, BIO 111, BIO 114, BIO 161, or BOT 121. Not open to AEPS majors.",AEPS
AEPS 329,Lec,2218,"Plants, Food, and Biotechnology",BUD,"Prereq: Jr; completion of GE Area A w/ grades of C- or >; completion of 1 course in GE B4 w/ a grade of C- or better (GE B1 for 19-20 or < catalogs); & 1 of the following courses: AEPS 120, BIO 111, BIO 114, BIO 161, or BOT 121. Not open to AEPS majors.",AEPS
AEPS 329,Lec,2224,"Plants, Food, and Biotechnology",BUD,"Prereq: Jr; completion of GE Area A w/ grades of C- or >; completion of 1 course in GE B4 w/ a grade of C- or better (GE B1 for 19-20 or < catalogs); & 1 of the following courses: AEPS 120, BIO 111, BIO 114, BIO 161, or BOT 121. Not open to AEPS majors.",AEPS
AEPS 331,Lab,2218,Advanced Viticulture - Fall,,Prerequisite: AEPS/WVIT 231 or WVIT 232 or WVIT 233.,AEPS
AEPS 331,Lec,2218,Advanced Viticulture - Fall,,Prerequisite: AEPS/WVIT 231 or WVIT 232 or WVIT 233.,AEPS
AEPS 333,Act,2188,Greenhouse Vegetable Production,,Prerequisite: AEPS 120; CHEM 111 or CHEM 127; and SS 221.,AEPS
AEPS 333,Act,2198,Greenhouse Vegetable Production,,Prerequisite: AEPS 120; CHEM 111 or CHEM 127; and SS 221.,AEPS
AEPS 333,Act,2218,Greenhouse Vegetable Production,,Prerequisite: AEPS 120; CHEM 111 or CHEM 127; and SS 221.,AEPS
AEPS 334,Act,2202,Greenhouse Vegetable Enterprise Project,,Prerequisite: AEPS 333.,AEPS
AEPS 334,Act,2222,Greenhouse Vegetable Enterprise Project,,Prerequisite: AEPS 333.,AEPS
AEPS 334,Lec,2202,Greenhouse Vegetable Enterprise Project,,Prerequisite: AEPS 333.,AEPS
AEPS 334,Lec,2222,Greenhouse Vegetable Enterprise Project,,Prerequisite: AEPS 333.,AEPS
AEPS 337,Lab,2224,Advanced Viticulture - Spring,,"Prerequisite: AEPS/WVIT 231, WVIT 232 or WVIT 233; and WVIT 331",AEPS
AEPS 337,Lec,2224,Advanced Viticulture - Spring,,"Prerequisite: AEPS/WVIT 231, WVIT 232 or WVIT 233; and WVIT 331",AEPS
AEPS 339,IND,2182,Internship in Horticulture and Crop Science,,,AEPS
AEPS 339,Ind,2184,Internship in Horticulture and Crop Science,,,AEPS
AEPS 339,Ind,2186,Internship in Horticulture and Crop Science,,,AEPS
AEPS 339,Ind,2188,Internship in Horticulture and Crop Science,,,AEPS
AEPS 339,Ind,2192,Internship in Horticulture and Crop Science,,,AEPS
AEPS 339,Ind,2194,Internship in Horticulture and Crop Science,,,AEPS
AEPS 339,Ind,2196,Internship in Horticulture and Crop Science,,,AEPS
AEPS 339,Ind,2198,Internship in Horticulture and Crop Science,,,AEPS
AEPS 339,Ind,2202,Internship in Horticulture and Crop Science,,,AEPS
AEPS 339,Ind,2204,Internship in Horticulture and Crop Science,,,AEPS
AEPS 339,Ind,2206,Internship in Horticulture and Crop Science,,,AEPS
AEPS 339,Ind,2208,Internship in Horticulture and Crop Science,,,AEPS
AEPS 339,Ind,2212,Internship in Horticulture and Crop Science,,,AEPS
AEPS 339,Ind,2214,Internship in Horticulture and Crop Science,,,AEPS
AEPS 339,Ind,2216,Internship in Horticulture and Crop Science,,,AEPS
AEPS 339,Ind,2218,Internship in Horticulture and Crop Science,,,AEPS
AEPS 339,Ind,2222,Internship in Horticulture and Crop Science,,,AEPS
AEPS 339,Ind,2224,Internship in Horticulture and Crop Science,,,AEPS
AEPS 340,Lab,2184,Principles of Greenhouse Environment,,Prerequisite: AEPS 245.,AEPS
AEPS 340,Lab,2194,Principles of Greenhouse Environment,,Prerequisite: AEPS 245.,AEPS
AEPS 340,Lab,2204,Principles of Greenhouse Environment,,Prerequisite: AEPS 245.,AEPS
AEPS 340,Lab,2224,Principles of Greenhouse Environment,,Prerequisite: AEPS 245.,AEPS
AEPS 340,Lec,2184,Principles of Greenhouse Environment,,Prerequisite: AEPS 245.,AEPS
AEPS 340,Lec,2194,Principles of Greenhouse Environment,,Prerequisite: AEPS 245.,AEPS
AEPS 340,Lec,2204,Principles of Greenhouse Environment,,Prerequisite: AEPS 245.,AEPS
AEPS 340,Lec,2224,Principles of Greenhouse Environment,,Prerequisite: AEPS 245.,AEPS
AEPS 341,Lab,2188,Cut Flower Production,,Prerequisite: AEPS 120.,AEPS
AEPS 341,Lab,2198,Cut Flower Production,,Prerequisite: AEPS 120.,AEPS
AEPS 341,Lab,2208,Cut Flower Production,,Prerequisite: AEPS 120.,AEPS
AEPS 341,Lab,2218,Cut Flower Production,,Prerequisite: AEPS 120.,AEPS
AEPS 341,Lec,2188,Cut Flower Production,,Prerequisite: AEPS 120.,AEPS
AEPS 341,Lec,2198,Cut Flower Production,,Prerequisite: AEPS 120.,AEPS
AEPS 341,Lec,2208,Cut Flower Production,,Prerequisite: AEPS 120.,AEPS
AEPS 341,Lec,2218,Cut Flower Production,,Prerequisite: AEPS 120.,AEPS
AEPS 342,Lab,2202,Potted Plant Production,,Prerequisite: AEPS 245.,AEPS
AEPS 342,Lab,2222,Potted Plant Production,,Prerequisite: AEPS 245.,AEPS
AEPS 342,Lec,2202,Potted Plant Production,,Prerequisite: AEPS 245.,AEPS
AEPS 342,Lec,2222,Potted Plant Production,,Prerequisite: AEPS 245.,AEPS
AEPS 350,LAB,2182,Abiotic Plant Problems,,Prerequisite: AEPS 124; CHEM 111 or CHEM 127; and SS 121.,AEPS
AEPS 350,LEC,2182,Abiotic Plant Problems,,Prerequisite: AEPS 124; CHEM 111 or CHEM 127; and SS 121.,AEPS
AEPS 350,Lab,2192,Abiotic Plant Problems,,Prerequisite: AEPS 124; CHEM 111 or CHEM 127; and SS 121.,AEPS
AEPS 350,Lab,2202,Abiotic Plant Problems,,Prerequisite: AEPS 124; CHEM 111 or CHEM 127; and SS 121.,AEPS
AEPS 350,Lab,2212,Abiotic Plant Problems,,Prerequisite: AEPS 124; CHEM 111 or CHEM 127; and SS 121.,AEPS
AEPS 350,Lab,2222,Abiotic Plant Problems,,Prerequisite: AEPS 124; CHEM 111 or CHEM 127; and SS 121.,AEPS
AEPS 350,Lec,2192,Abiotic Plant Problems,,Prerequisite: AEPS 124; CHEM 111 or CHEM 127; and SS 121.,AEPS
AEPS 350,Lec,2202,Abiotic Plant Problems,,Prerequisite: AEPS 124; CHEM 111 or CHEM 127; and SS 121.,AEPS
AEPS 350,Lec,2212,Abiotic Plant Problems,,Prerequisite: AEPS 124; CHEM 111 or CHEM 127; and SS 121.,AEPS
AEPS 350,Lec,2222,Abiotic Plant Problems,,Prerequisite: AEPS 124; CHEM 111 or CHEM 127; and SS 121.,AEPS
AEPS 351,LAB,2182,Experimental Techniques and Analysis,,Prerequisite: MATH 118 and STAT 218. Junior Standing is Required,AEPS
AEPS 351,LEC,2182,Experimental Techniques and Analysis,,Prerequisite: MATH 118 and STAT 218. Junior Standing is Required,AEPS
AEPS 351,Lab,2192,Experimental Techniques and Analysis,,Prerequisite: MATH 118 and STAT 218. Junior Standing is Required,AEPS
AEPS 351,Lab,2202,Experimental Techniques and Analysis,,Prerequisite: MATH 118 and STAT 218. Junior Standing is Required,AEPS
